fold,epoch,train_loss,final_mae_phys,final_rmse_phys,final_bias_phys,mean_ept_pct,pct_videos_ept_found,ept_threshold_um,n_videos,n_frames,best_val_mae_phys_so_far,improved,epochs_without_improvement
1,1,0.30732963594698137,0.31775787472724915,0.41789729853457724,-0.10840949416160583,96.23655913978494,44.44444444444444,0.2,18,32,0.31775787472724915,True,0
1,2,0.21441077693335472,0.2754545509815216,0.36610386618339186,0.08578760176897049,87.81362007168458,44.44444444444444,0.2,18,32,0.2754545509815216,True,0
1,3,0.17712458090916758,0.2843131721019745,0.3409155354649281,0.0724620446562767,96.41577060931898,44.44444444444444,0.2,18,32,0.2754545509815216,False,1
1,4,0.1787960534134219,0.27295202016830444,0.3503529616647054,-0.03816697373986244,94.6236559139785,44.44444444444444,0.2,18,32,0.27295202016830444,True,0
1,5,0.15650744129332803,0.2755332291126251,0.3553458829377447,-0.04874284937977791,96.05734767025088,50.0,0.2,18,32,0.27295202016830444,False,1
1,6,0.3097503373940145,0.3946678936481476,0.4743437003815397,0.35331228375434875,95.87813620071684,27.77777777777778,0.2,18,32,0.27295202016830444,False,2
1,7,0.15232121031130513,0.2994556128978729,0.331028343660396,-0.056741610169410706,96.415770609319,16.666666666666664,0.2,18,32,0.27295202016830444,False,3
1,8,0.1698582129132363,0.24465125799179077,0.3151047393961764,0.0988043025135994,84.94623655913978,55.55555555555556,0.2,18,32,0.24465125799179077,True,0
1,9,0.10762353698092123,0.20070374011993408,0.2581892728336058,-0.002303481101989746,91.57706093189964,55.55555555555556,0.2,18,32,0.20070374011993408,True,0
1,10,0.09849045251406008,0.19821549952030182,0.2576682959031524,0.1619555801153183,85.30465949820787,61.111111111111114,0.2,18,32,0.19821549952030182,True,0
1,11,0.11245556980852157,0.19908453524112701,0.2660893700732558,0.13499027490615845,89.78494623655914,61.111111111111114,0.2,18,32,0.19821549952030182,False,1
1,12,0.10511386349436737,0.18530748784542084,0.20874014514229636,-0.059350475668907166,91.93548387096774,55.55555555555556,0.2,18,32,0.18530748784542084,True,0
1,13,0.06069423522680036,0.21339760720729828,0.23055924239252473,-0.07888250797986984,92.47311827956989,50.0,0.2,18,32,0.18530748784542084,False,1
1,14,0.05567747438626905,0.19599008560180664,0.22668915529806294,0.004171079955995083,88.35125448028674,55.55555555555556,0.2,18,32,0.18530748784542084,False,2
1,15,0.05327360548319355,0.14569900929927826,0.19173974547886452,0.057247094810009,82.97491039426524,72.22222222222221,0.2,18,32,0.14569900929927826,True,0
1,16,0.0528390044947305,0.23379236459732056,0.3093565675272931,0.22100718319416046,91.3978494623656,55.55555555555556,0.2,18,32,0.14569900929927826,False,1
1,17,0.05207060028107897,0.21707312762737274,0.28488669000118544,0.12884600460529327,77.06093189964157,66.66666666666666,0.2,18,32,0.14569900929927826,False,2
1,18,0.057931519864547636,0.22548161447048187,0.2704960789528502,0.07462213933467865,86.55913978494624,44.44444444444444,0.2,18,32,0.14569900929927826,False,3
1,19,0.03159497035366873,0.26309734582901,0.3458131841262898,0.26133522391319275,89.24731182795699,44.44444444444444,0.2,18,32,0.14569900929927826,False,4
1,20,0.041566200494285555,0.26158732175827026,0.33558347811023614,0.19841113686561584,87.09677419354837,50.0,0.2,18,32,0.14569900929927826,False,5
1,21,0.04064897315636758,0.23436933755874634,0.30454490454855726,0.1150294691324234,78.49462365591397,44.44444444444444,0.2,18,32,0.14569900929927826,False,6
1,22,0.034502838272601366,0.25118839740753174,0.2899500006908095,-0.0781877189874649,95.69892473118279,33.33333333333333,0.2,18,32,0.14569900929927826,False,7
1,23,0.04234455395189504,0.23521876335144043,0.32194354984713935,0.22386881709098816,94.26523297491039,50.0,0.2,18,32,0.14569900929927826,False,8
1,24,0.03920348736667825,0.24676312506198883,0.30435353095693496,0.10523132234811783,90.14336917562724,38.88888888888889,0.2,18,32,0.14569900929927826,False,9
1,25,0.030645287265219995,0.18939869105815887,0.2552644204121036,0.0790281817317009,69.53405017921146,66.66666666666666,0.2,18,32,0.14569900929927826,False,10
2,1,0.28372553148074076,0.4293240010738373,0.5903097926290292,0.02090846747159958,89.37381404174573,35.294117647058826,0.2,17,32,0.4293240010738373,True,0
2,2,0.17019955487921834,0.5128350257873535,0.6202284825692947,-0.13838905096054077,99.43074003795066,17.647058823529413,0.2,17,32,0.4293240010738373,False,1
